R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
19.960139135927154	19.31602735811706	19.26381018293867	19.504107098811293	19.430526056673447	19.215727315193575	21.008812251998197	21.095067945667196	20.98815279129376	21.477537432503027	21.477537432503027	21.23608019522107
17.39094142973054	17.61046257633333	17.562115693830243	17.435491215017972	16.955604504779682	17.544609811173235	19.773844280413158	19.630711498814662	19.745580778433684	20.120603659235602	20.04260121754104	19.960139135927154
17.82150619172356	18.056081992707856	17.494621239991407	18.008237110852622	17.849863201177335	17.920329591956094	NA	15.84491413211018	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	17.927332374162976	17.47767922462224	17.00968649231234	16.779937322675913	17.28221064440548	17.861614004202643
18.70845413893127	18.44772091716424	18.482870966140382	18.413189910986503	18.44613827968168	18.397774890887888	17.019569011325434	NA	15.64911580885815	17.58629005441794	16.83510051155479	17.096735740743497
17.988435060120462	17.75567652111896	17.560138750012243	17.572226512793694	17.64265109259628	17.644384423761547	18.267609678352215	18.784852071759676	18.38594242459733	20.09506858972705	20.04260121754104	19.751357721610706
19.925499387397696	19.904324443229118	20.276398202301515	19.857482942297672	20.09506858972705	19.840966888831687	20.298940753340517	20.133203685010706	20.08212954562423	20.406654490182685	20.467622464526137	20.45763838286297
16.27842767823964	NA	NA	NA	NA	NA	19.404449324177886	19.502416167741078	19.545373648331203	19.866528850750388	19.85966823726634	19.59942800369058
15.896152623520868	16.524200405790687	16.80852432311961	16.24591103302384	16.173735686050424	16.308353252220734	17.799009623175145	17.699836753276475	17.801215758138657	16.985486199104635	16.829536936501473	16.28986219597041
17.164897108650113	17.454885622794098	17.713903320058844	NA	16.712755358927414	17.066877528319896	17.6431656724307	17.288217234469304	16.739991514684224	17.719221684110856	17.93267613386521	18.048231416702446
16.31963331554089	17.02257371183994	16.46181354342074	17.220085420590756	17.079890984627205	17.251094020108752	NA	NA	NA	NA	NA	NA
20.375176281604578	19.832480577017222	20.06907340461446	19.87508187139936	20.406654490182685	20.705565738116412	NA	NA	NA	14.837430830221322	NA	NA
19.867824691255645	19.900585298887478	19.91541113403452	19.803164652198653	19.716025648198233	19.811913997666533	20.28771350665451	20.23022805781101	20.23022805781101	19.656367249857396	19.784229056071993	19.71440149258486
21.042600549627135	21.170356040222618	20.9243377250653	20.763446621018453	20.945924576506535	20.857568747193376	20.71397797302749	20.80341300619122	20.66275267998951	20.747144817899606	20.857568747193376	20.66275267998951
19.46679939670086	19.53093207144812	19.52632920811807	19.376102066739076	19.69035441202297	19.70834299152314	19.005561504463973	19.069780151403172	18.987311205373327	19.799114000697347	19.82178954964211	19.632427274039575
20.447584725205136	20.477537926576417	20.42726475513585	20.477537926576417	20.276398202301515	20.447584725205136	20.63644141886924	20.56383771559438	20.63644141886924	20.2065768091335	20.2065768091335	20.194604177403335
17.67646675833093	17.60605814681081	17.736441571060958	18.082008666219824	17.533405783304048	17.760732939977732	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	15.791119635551091	16.532533998489722	16.34424215265202	17.554214100383003	17.317244774813325	17.315901359804958
18.61864001063051	18.864491470861154	19.052554784435475	19.069976772616283	18.872888263131017	18.39715652257184	17.725040006186067	17.725299681905852	17.48261103456993	18.542060762581976	18.426973117295564	18.109728650175036
19.897966549784766	19.945925290711468	20.09506858972705	19.974214307406786	19.667066484878482	20.133203685010706	19.325645830664	19.40981975262029	19.409794897173736	19.583284809425667	19.725745682383454	19.739642186667794
19.516825349818156	20.705565738116412	20.09506858972705	18.986333711347445	20.618630153747663	20.25349781836711	NA	NA	NA	NA	NA	NA
20.21845089964877	20.573115523215915	20.705565738116412	20.618630153747663	20.60964137612093	20.64526526385936	22.130063037275868	22.209553614086804	22.0657898377169	22.57311482961281	22.584628815792	22.586920626935925
20.59149404082439	21.05589736611294	20.88017016432772	20.64526526385936	20.917069728262735	20.618630153747663	19.770265447719026	19.800117853322003	19.776296475287158	20.747144817899606	20.705565738116412	20.64526526385936
19.061748251680015	19.102921452612314	19.142159421873266	19.651028910570734	19.08896676366604	19.10498259401725	18.200261654632364	18.385963482795358	18.084865468445432	19.05239823207158	19.153146256250864	19.058573132816825
20.722341441113702	20.705565738116412	20.747144817899606	20.763446621018453	20.705565738116412	20.535640842134196	21.61414231610939	21.559175874345346	21.511714536254175	21.977710700289684	21.988152444492194	22.029179703028838
19.40434121243742	19.369505760725204	19.46463149714262	19.118910664880556	19.36150905319886	19.26677281775422	NA	NA	NA	NA	NA	NA
18.844147926286634	18.942314040739063	18.909852076230358	18.89795178279488	19.02050797442465	18.697968673130404	19.312419899356993	19.272087542607903	19.36979327724042	19.30330361118142	19.412485083996934	19.399709757020403
21.842301614922526	21.93156892999789	21.83460722518437	21.59605186479763	21.830744586586146	21.540378285014388	22.01903175003213	22.072347552248665	22.085374229604305	22.767492845636664	22.904261407111235	22.59832538840503
20.516532031841702	20.487385705810677	20.50688186826299	20.50688186826299	20.437460515036197	20.50688186826299	22.24190898080223	22.298939914564738	22.267852242870763	22.49960091738296	22.502031743228148	22.256379460707713
18.778619398993225	18.7390520916079	19.006789010636016	19.027644169092216	18.935104606009862	18.90020347889463	19.84329235984254	19.87668480357627	19.945925290711468	19.869712813929244	19.867150516710428	19.746415909269146
NA	NA	NA	NA	NA	NA	16.62109317528327	17.1997106812488	16.662320676157204	16.984663219093992	17.382066698240894	16.444144593835905
18.01511010272945	18.261557809990297	18.538147242948043	18.146081357720224	18.24176441321828	18.469260236005404	19.028216349039866	19.164273527157732	19.04110832606746	18.442741056089286	18.63037378721948	18.47925923884328
NA	NA	NA	NA	NA	NA	17.222464750512476	16.915797702212156	17.14339317952128	16.06044684942061	16.170402376867372	16.564991967482445
21.364528510931677	21.359175278423834	21.326631917394895	21.241909271668078	21.342995357417095	21.342995357417095	21.218450308380675	21.241909271668078	21.241909271668078	21.321135931733757	21.28771294310209	21.212525476856772
22.947708450310078	22.97596286355474	22.947708450310078	22.87829961658445	22.896891302415494	22.911594052413978	23.697103421767665	23.759387695539733	23.728581650951327	23.769511912102963	23.809312917415692	23.632008398441805
22.039256773370536	NA	NA	20.25349781836711	NA	NA	20.264993448044976	20.23022805781101	20.170356651533687	20.618630153747663	20.65403546815563	20.600596242188892
22.846133284156966	22.867028505717037	22.883902322088556	22.801440172860975	22.874552355117903	22.822987950603533	22.552155214360592	22.667090963241574	22.627562605072182	22.993344939688704	22.99161612597912	22.87829961658445
18.7235109669295	18.482839461777516	18.540241577314493	18.59785615229436	18.651048186493387	18.32230228060596	NA	NA	NA	NA	NA	NA
NA	20.107892618685348	20.535640842134196	20.45763838286297	20.364529045262877	19.70675062295846	21.27070652447884	21.477537432503027	20.887625965393624	22.182530445944554	22.227291887692022	22.062499768533016
22.41699565411851	22.5380110343515	22.52133229595947	22.46513216670879	22.364528243766003	22.401454806012882	21.649656591793754	21.563837250209108	21.57311506081388	21.30452122426101	21.28771294310209	21.25925650827901
NA	19.556259058220718	19.275538009466	19.24456127413971	19.103974154839275	19.058855824856277	18.63753055152531	18.58985592726938	18.234003440709714	18.227484332098378	18.601136017306168	18.22222888113553
17.970190168222853	18.598565060311333	18.709100644971574	18.772462784870516	18.525058116977753	18.489714708155542	19.237174942553498	19.352254688710232	19.283027292645752	19.88369335851507	19.945925290711468	19.945925290711468
18.7149665507976	18.628648447578065	18.69601324489534	18.794809284218278	18.96737262874845	18.740423114555348	20.385745515571667	20.535640842134196	20.477537926576417	19.960139135927154	19.988153484896646	20.107892618685348
NA	13.550518340582745	15.20724315593674	NA	NA	NA	16.36425950347766	16.597234935272073	15.765185073377856	16.7210724797988	16.443511794867028	15.768114525270754
22.34299508623389	22.34299508623389	22.203592057079817	22.345704372983093	22.437459753049716	22.472587970343458	22.273554601107996	22.33483656438463	22.244814711392397	22.401454806012882	22.28489214281484	22.58920880316828
14.447251151926302	17.71324553594953	16.231828677052892	17.394554802817854	17.53270596285501	16.67976871960309	19.136202623486504	18.97346475243529	18.953730395186742	19.636960872255205	19.540710775970183	19.475773005757194
19.097929241201975	19.292058707442276	19.547617554902804	14.627465487068879	19.581035038003485	18.80534712684075	16.54505496051122	16.25288159878525	16.52254934977352	17.560235795376084	17.439514383359416	17.54356052621454
NA	NA	NA	NA	NA	NA	18.915963967607247	18.78432172671942	19.051139889443682	19.747116127672435	19.902882929227122	19.73662984496637
21.74304001087818	21.775552815237358	22.015633174370873	22.078875593769226	21.591493584275543	22.00195824071435	20.938764788486925	20.902422959733368	20.747144817899606	21.194603576280777	20.64526526385936	20.95304900742166
18.42811477327848	18.449805570883694	18.378705500820658	18.6055518593481	18.06267334259172	18.19264439001163	20.842301998617863	20.842301998617863	20.872675631674078	20.697104164331044	20.80341300619122	20.974213607069895
20.416996426990504	20.385745515571667	20.385745515571667	20.342995899783343	20.264993448044976	20.276398202301515	19.917941639023343	20.04260121754104	20.015634195145065	19.562503304683418	19.77696628483117	19.79768052188882
19.11569141252488	19.019169902650926	19.118259276349374	19.132396805410373	18.817008614291712	19.064724347876158	NA	NA	NA	NA	NA	NA
NA	NA	NA	17.666029780782438	NA	NA	16.484059752936126	17.94155775209374	17.814726397796335	17.473658191641434	17.587858073926423	17.843890389768962
NA	NA	NA	NA	NA	NA	21.27070652447884	21.206576212978895	21.088612926418058	22.170355734566986	22.256379460707713	22.238997385969935
19.20131989137255	19.49621598331718	19.376678658899426	19.608982094620085	19.40485259265352	19.58962371831358	19.841828440922537	19.91075250929614	19.878405709697947	20.0558980278992	20.06907340461446	20.170356651533687
18.835458318236594	18.14090464297765	18.52174611267179	17.85413180343598	18.357032171015494	18.291481002259665	NA	NA	NA	NA	NA	NA
22.9261484745556	23.06249960384183	22.540378048507062	21.995071856772647	22.882037170110124	22.584628815792	22.345704372983093	22.279234509062256	22.256379460707713	22.472587970343458	22.566162070087955	22.58920880316828
21.545100693710992	21.67141710396806	21.72650464788991	21.406653971227914	21.654035030975514	21.511714536254175	21.883902508483228	21.86514158525401	21.830744586586146	21.85756836753694	21.953048652078188	21.775552815237358
21.623103180898116	21.64085964623861	21.675730095549756	21.57311506081388	21.67141710396806	21.609640925278942	21.015633514629016	21.1456939965282	21.088612926418058	21.158077715669066	21.188579791168163	21.120603026475035
21.326631917394895	21.28771294310209	21.293337490103156	21.182530749031653	21.293337490103156	21.24771489101301	23.072347388677827	23.151898678999327	23.083752150662118	23.00023955194338	23.06578967340086	22.846133284156966
18.81209894510632	19.424789589510574	19.402470844850697	19.332974040940325	19.077707613082662	19.263198124027628	19.069989879744423	19.008836182748773	18.892338251174177	18.812102079604365	18.950271102516886	18.868650766436524
21.79946542857569	21.906098248905984	21.70556531627594	21.70556531627594	21.86514158525401	21.70556531627594	21.276397634311678	21.28771294310209	21.406653971227914	21.47258821822914	21.559175874345346	21.310080747460507
20.264993448044976	20.28771350665451	20.107892618685348	20.21845089964877	20.342995899783343	20.23022805781101	20.133203685010706	20.33210759185828	20.28771350665451	20.554499857059007	20.33210759185828	20.28771350665451
22.424703747880997	22.447583968547228	22.556839292523005	22.356490926193132	22.414417110477597	22.41956959732311	21.692854268259488	21.79946542857569	21.692854268259488	21.880169790572673	21.868913338157135	21.64085964623861
23.197605613287784	23.23461880017555	23.23315636224531	23.013930709211632	23.205084608219153	23.136335476453294	22.00195824071435	22.052584301939536	22.142581074406852	22.085374229604305	22.161156799675677	21.96719283093169
17.523561956057012	17.482445599183574	17.430624057525375	17.6437364298447	17.516200174038428	17.031065770494365	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	17.95202454400161	17.84204950502618	17.84953338367519	17.68151295459408	17.685398990346037	17.54666841835011
18.16451415352772	17.086944776966487	17.88841625613434	18.00419851667701	17.809724174065877	17.396420820484817	18.85463710117486	18.590601668589358	19.04095320130693	18.817870540051242	18.834992535212912	18.452297554381726
17.36102706698669	16.96273788568052	16.755696078091407	15.671261854764099	15.505656510444267	16.369201995853235	16.51845491900115	16.888802694166195	16.70407925065589	16.63934070865223	16.36127557776471	16.1193342897559
NA	NA	NA	NA	NA	NA	17.147642183557995	16.88323990972635	17.05906978854001	17.43369953264059	17.35984391157877	17.54303937456187
NA	NA	NA	NA	19.423397043448375	NA	21.008812251998197	20.88017016432772	21.062500097915333	21.559175874345346	21.645264824013516	21.337561473413132
20.697104164331044	20.42726475513585	20.545101165179727	20.618630153747663	20.826871966299766	20.819094619900707	19.748525372917356	19.77053808000538	19.38959563104092	19.775169787239626	19.931570012018494	19.92014783326841
NA	NA	NA	NA	NA	NA	NA	16.25676890692572	16.912234437526312	15.949113118693004	17.25799546768296	16.686213250822092
15.64546986560771	16.002004062718235	15.801420397346055	16.177345563711015	16.101536658614933	15.999980187462578	17.28616967469467	17.601836063311353	17.333976418305458	17.71504366324175	17.454990012586904	17.717917351867214
NA	NA	NA	16.486407679258452	NA	NA	17.92518351943421	17.97301903796269	17.492025282727717	18.130816876164378	17.82480339789036	18.24642516000266
20.995072201914876	21.12691679764409	20.981200034002732	21.30452122426101	20.78755906370152	21.095067945667196	21.10789198032513	21.151899143386018	21.25925650827901	21.001958584213046	20.902422959733368	21.13946204550868
NA	NA	NA	NA	NA	NA	NA	14.638961894943163	15.230928591213043	14.616703902190029	NA	15.867476633312279
17.326411930855034	17.40671157406784	17.18047253272504	17.304814746520673	17.19600651538561	16.839597483021173	16.9970912508033	16.819592848256438	16.890846121419603	15.821806362538695	15.732254887989289	16.723554295358678
NA	NA	NA	NA	NA	NA	NA	NA	NA	19.364739556357474	19.081844877965295	NA
16.078767924994796	NA	16.25584737970973	15.886165725701899	15.166221938129686	15.934780470017301	16.023754353299417	16.40323676122862	16.152641351839236	15.94645170640765	15.821096314116346	16.418242994206732
NA	NA	NA	NA	NA	14.856799966000574	15.66140791440261	16.507017223410767	15.793181614949967	17.30946747197373	17.123990012203066	16.91562266530355
17.24609109111579	17.142575777245856	17.12990681546739	17.464226647671584	17.4353202868193	16.88972972333762	NA	NA	NA	NA	NA	NA
17.99143326925044	18.26853743156366	18.511895464861535	18.25828538032582	17.863036813332435	18.285813084231947	20.842301998617863	20.857568747193376	20.84995556710103	21.029180040107	21.05589736611294	20.887625965393624
NA	NA	16.38541418444107	NA	NA	NA	16.537046973232222	15.938118517672127	15.27887773103645	16.27804647533972	15.724583129808915	16.244190995729543
18.273517893022937	17.947311610066052	18.06182470617707	18.140340510057154	18.20030476541157	18.313175335101114	17.78217279344506	17.42651865874274	17.509164166288766	17.77484495769455	17.30108530562795	17.87141798598698
NA	17.7858930256982	17.988717967062538	16.965468660599253	NA	17.939493129350744	18.612144981909015	19.707148458524316	18.428196577725164	18.72985636768684	18.711744262568903	18.882974337356245
17.366211207160784	17.55906334911823	17.51240869614103	18.151858895984535	16.91016253289436	17.474688263662763	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	17.63296680629684	18.045754329747947	18.16196343730445	19.17986536543206	19.31559626568108	19.31850309126442
NA	NA	NA	NA	NA	NA	16.73539736104052	17.114992832968234	16.56873251489759	17.88439115251989	18.07268741239769	17.142944662442364
19.52476359925888	19.530579698218475	19.293188722107374	19.543001602633133	19.493077521113815	19.496869377379834	19.72492014008768	19.75226793159984	19.920363033060433	20.276398202301515	20.375176281604578	20.497166719972018
15.195579829808223	15.023663402438308	15.767043843085451	16.208137174372514	15.376746054263261	15.984727739891365	18.409830108929974	18.49220136119913	18.396726015181063	19.87545239844323	19.80255422931081	19.904925628948146
20.133203685010706	20.06907340461446	20.107892618685348	20.145694618379107	20.0558980278992	19.988153484896646	19.29500881224394	19.328488671200464	19.45184094579711	19.339354200002425	19.416663538469876	19.352491783708498
18.840728757849966	18.827268264966392	18.704004928292633	19.14358749362704	18.711831627762347	18.434412400107995	18.956109529902943	18.917281745028994	18.95627972325923	18.89287183938632	18.742345624072946	19.20771263234788
NA	NA	NA	NA	NA	NA	NA	15.443574925386004	NA	15.166900564560532	15.016634206836763	14.342088561374467
19.930295550814385	19.931570012018494	19.960139135927154	19.974214307406786	19.988153484896646	19.931570012018494	NA	NA	NA	NA	NA	NA
23.23461880017555	23.282065957848992	23.040929295900472	23.174933147361546	23.115849022455873	23.134769882285187	23.73892359443142	23.65403470309034	23.779565576066275	23.82880909172414	23.82880909172414	24.035905313016524
20.98815279129376	21.001958584213046	20.89504343314248	20.618630153747663	21.069072748844434	20.90976493133815	NA	NA	NA	16.747314488435535	NA	NA
18.888817555100466	18.987452776013708	19.150401803358154	18.355234939655247	18.826238127505857	18.96130554883091	19.77344510292355	19.775277511582146	19.62774938633753	19.810312741235286	19.740576284991242	19.437705345852216
20.535640842134196	20.406654490182685	20.353802646644912	20.497166719972018	20.516532031841702	20.264993448044976	20.819094619900707	20.945924576506535	20.842301998617863	20.981200034002732	21.015633514629016	20.98815279129376
18.73186259126763	18.863309106142246	18.944877886416727	18.788406098964636	18.946492257868556	18.888802694166195	19.02411431086774	18.886190737658925	18.78466359796235	19.101665401542526	18.981093396131953	18.724340646842293
16.79127737554168	16.61927429383408	16.114716356076734	16.60612178180744	16.485485005271073	16.524534063247053	15.820091683906787	15.439827638173563	15.295772521068399	NA	15.993157325323933	NA
19.231136785983985	18.338688512434146	17.97685496003377	18.107814736654344	18.297453676941842	18.200122733357716	18.234892257757775	17.955990382606274	18.107574680338427	17.901591698936592	18.034664649187413	17.849832665687067
NA	NA	NA	19.20106138934212	NA	18.25968810249756	19.292476668888394	19.157576384741827	19.40976175591219	19.051182383047777	19.07376240020872	19.2145325719605
17.850864407168448	17.96377664060708	17.958745273369054	17.814106762734333	18.213896868822097	17.813098504720486	NA	NA	NA	NA	NA	NA
19.64981926945982	19.974214307406786	19.604907894341064	19.182884105273814	19.92058256193248	19.67159462223304	19.55731785111174	19.701793776619866	19.586295552790403	20.06907340461446	20.08212954562423	19.689540779925878
19.88619818161002	19.898372582785843	20.08212954562423	19.910711526178062	20.029180714263088	19.974214307406786	19.78530239248184	19.78541255593859	19.910708598767936	19.68174455946432	19.500845768804624	19.39722756484008
18.89360075759702	19.08201646519672	19.127840708161575	19.20923202092285	19.197034270976697	18.93446835553876	19.518159434334773	19.455654316762104	19.57393559117458	19.056296368139126	19.030513578807522	19.270076277195475
21.24771489101301	21.310080747460507	21.47258821822914	21.359175278423834	21.321135931733757	21.23022747134997	20.133203685010706	20.194604177403335	20.09506858972705	20.182531355205658	20.264993448044976	20.276398202301515
22.462638311651325	22.472587970343458	22.552155214360592	22.467621718304887	22.45763763145963	22.477537185466268	21.64085964623861	21.68003023170167	21.675730095549756	21.353802108326168	21.326631917394895	21.29894019415672
18.42700995901285	18.602948908555867	18.483512717769376	18.296409906118885	18.17960299010227	18.239379430898655	16.556335407093737	17.12712783139098	17.05520828191782	16.38567032503513	16.714674827308002	16.412402797287495
20.857568747193376	20.90976493133815	20.59149404082439	20.722341441113702	20.779566277376148	20.865141962922717	19.645749892502767	19.696556685315134	19.56420160092374	NA	18.103210958262892	19.462446355578102
NA	14.296486086615465	16.247714311617532	NA	16.599549682597612	16.32801744539808	NA	NA	NA	NA	NA	NA
17.223068400453077	17.153255134039895	17.268185595400595	17.241620122070398	16.47950240734649	16.780552582713515	17.907506849792487	18.198958142915373	18.138536800639688	18.439445393237968	18.383147381382482	18.756080644682775
NA	NA	NA	NA	NA	NA	17.02660989097477	16.884957489222902	16.606701598707303	16.46192382611581	16.395232873141044	16.327735074526363
17.25001152345026	16.655139362526754	17.143851519570724	17.155203646257107	17.246759151550812	17.031076542864383	NA	NA	NA	NA	NA	NA
15.90738831467343	16.079716019842703	16.0435015514533	15.795550141417003	15.427924969096406	16.36578417721459	17.03545423257602	17.420453716266827	17.32146132726544	17.01252633659253	16.855282163948807	16.422969781276148
19.79299994356306	19.798321491443335	19.69886911172035	19.75563251696162	19.470666816995	19.627277377486312	20.88017016432772	20.779566277376148	20.819094619900707	21.206576212978895	21.24771489101301	21.391000712577753
17.436735938153902	17.735622128291528	16.795786019502003	16.71067192796632	17.591222825360664	17.042802913394556	16.03880113124158	16.333896079085175	17.13663071362251	16.80350051122158	17.182190645258252	16.971453741952057
17.859286049518715	17.639241774369708	18.099558420943534	17.8173147193589	17.753706428016173	17.409813538798797	16.7527856942732	16.80010363036826	17.132459564953585	16.631006487411884	16.41435491066762	16.769217996126503
18.979827078905515	18.945783871238195	19.173594186760763	19.290860329628003	19.335375088091276	19.19878073594708	18.73075868448495	19.08055732281926	18.936885190959654	19.55885975420388	19.532304553934477	19.398735342984402
NA	NA	NA	NA	NA	NA	16.64317976792555	16.94972413937273	16.523614022491145	17.05561078413442	17.041894391670194	16.994961061849168
17.934727495933707	18.040691056045826	18.116176408798637	17.98608089914744	17.9393553827233	18.214143592852515	NA	NA	NA	NA	NA	NA
17.939866127102142	18.172300532767512	17.914233286117973	17.6181273634023	17.7611681215318	17.68766956215459	18.539189109324845	18.416686214429248	18.511227604989973	18.4076163114679	18.302134627735224	18.51934446578336
19.54292605580875	19.511484362273478	19.67110736651913	19.647221251033734	19.891396579526315	19.6531774658108	19.292941677208823	19.293633296347693	18.977872426731146	19.480222198491397	19.40742752550821	19.23246777203069
17.345552516629894	17.570974864387015	17.63933364214276	17.607460358523003	17.561369995515264	17.593143065305448	16.57283491041775	16.68763539328631	16.36403716307439	16.52413458351014	16.75706440777981	17.099697098901125
15.23585343489579	15.860245573393609	NA	15.407553247257784	15.45992464304155	15.862317713287348	NA	NA	15.001513753582707	17.22632751626792	15.115507020382553	NA
19.523027783749402	19.42014116153927	19.378017498635526	19.195670174673086	19.58837609827188	19.44237659292261	21.088612926418058	21.029180040107	21.042600549627135	21.41183420847354	21.293337490103156	21.380470048928927
