UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
P62979	RPS27A	1.0950144037878062	1.1656365685431034	1.1650800924639235	1.1423134273140838	1.1651124190535342	1.1426535413550358	1.1554593290151045	1.177478688250302	1.1673174612172457	1.1408242430516216	1.1095348868174977	1.0501408832651546
Q71UM5	RPS27L	1.1782440840731088	1.171475431222867	1.178207858623455	1.1715281029850242	1.1701805970547208	1.1710311448705866	1.0876907359094292	1.089300531933889	1.0922512932527	1.1072786856661	1.1099083335769704	1.0993282815746193
P62857	RPS28	1.2860075318683353	1.2904759441312807	1.2785667738703776	1.2824874088622384	1.2860660685450769	1.2966664247069	1.282576116361419	1.302833024456287	1.287308116812256	1.2745293469770531	1.271458844720036	1.2344542551036513
P62273	RPS29	0.968918411671082	0.9765254599386664	0.987211423747626	0.9682898884271336	0.952688512505748	0.991227483418845	0.994140240082968	0.973128476912046	0.9402474837156912	0.9764125315587944	0.9664186417880686	0.9559269119321534
P23396	RPS3	1.3085113144547915	1.3100135103282868	1.3028039221866112	1.3028570764710523	1.3048172781426792	1.3050336949452837	1.295956729863447	1.30468829681431	1.3026463158447874	1.2859256843501436	1.2875964659875152	1.2767027790625436
P61247	RPS3A	1.2613907223784375	1.264016844998594	1.2607257405044023	1.2463008714300094	1.2629874207796643	1.2604187607974042	1.259390143406776	1.2623275443204551	1.255998524032363	1.251442724578666	1.2527139442359094	1.2330968668986393
P62701	RPS4X	1.3198865781365094	1.324147878702607	1.3168380308869607	1.3119920574936457	1.3198152565514851	1.3156814639946124	1.30417415809573	1.30468829681431	1.3140080398361005	1.3001995696119184	1.2993689139599578	1.294202579281588
P46782	RPS5	1.2613907223784375	1.260096352689141	1.2603220182400796	1.2509454362494383	1.2629874207796643	1.2600196729018072	1.258415668143124	1.2627835809327794	1.2502514403178278	1.2304449164909808	1.2389048495866712	1.2266695144672703
P62753	RPS6	1.319179534384905	1.3253410974663085	1.3179759974955958	1.322435064836814	1.320895287399286	1.3226080481875313	1.311832445606753	1.315641150836484	1.3147083399591135	1.2912136372402832	1.292183556673485	1.288143932432142
Q15418	RPS6KA1	0.9694487915633784	0.9575229926926394	0.97721029210759	0.9657589729031216	0.972526195514094	0.9594920519046082	1.008942449898711	1.0072936744754717	1.0016436965877438	1.0305226933278644	1.0321162909036927	1.0147530969501997
P51812	RPS6KA3	1.0139733882240498	1.017263426433891	1.0209514070905978	1.0218608786096717	1.0245645837540047	1.0169428769737696	1.074570789372674	1.0717969115610804	1.0730938743482612	1.086958080677355	1.0870639053736912	1.0839421929149924
O75676	RPS6KA4	0.9801283829913204	0.9794079460722066	0.9782170334128067	0.9775747769087344	0.9708981873894316	0.9745798654284032	0.8185292317044937	0.7914539588102893	0.8182333322601315	0.806308184964689	0.8236156914354006	0.7996911763762724
O75582	RPS6KA5	0.9260081660102508	0.924633693438006	0.92912697873718	0.9207932853055414	0.927450858053086	0.9173928989535006	0.8141457153769842	0.8141746488900312	0.8292578006072182	0.8458290373679305	0.8643224492337724	0.8320494490265048
P23443	RPS6KB1	1.0221642170279572	0.9987647960754806	1.0190866009465005	1.0135582391933236	1.0153590731159023	1.0182348647294428	1.0498260517275275	1.0534343743285868	1.0465206557214857	1.0640128870857264	1.0588132178410046	1.0614225335875702
Q9UBS0	RPS6KB2	0.9001292630811221	0.8850865266996222	0.9084955444076404	0.8729990271235144	0.9040992508418176	0.8938903372934234	0.9331882787684336	0.9330946605293554	0.932259915628644	0.9459098689947188	0.9412416697217136	0.9357978178723578
Q96S38	RPS6KC1	0.97369626134224	0.9535312655999156	0.9432704844273444	0.9652345281286372	0.9530416114033408	0.9479800905120556	0.8753017588017348	0.9126973399115972	0.8973897602887488	0.9357975418386753	0.9033581156699044	0.9228316432267448
P62081	RPS7	1.2700683787707403	1.2750149632091077	1.2590976982261424	1.2570007315933984	1.27240480270957	1.2623830471172135	1.2554149615211885	1.2561354737272683	1.2599210477472564	1.260619626113904	1.251556804800316	1.2402792784093557
P62241	RPS8	1.3085113144547915	1.3102205432926648	1.3021099631393918	1.3070308274586862	1.305258574755139	1.3072017958321331	1.306553734294137	1.3057284482809843	1.3042630156680703	1.2862898485065717	1.2893934840481895	1.2826384156711246
P46781	RPS9	1.300528070437644	1.3016918304566596	1.2970644571422272	1.2955071087289274	1.2985916670498063	1.3011981590575563	1.2890706382160109	1.2949223961045544	1.2952135799300384	1.2798494599179324	1.284630277869092	1.2650498009510018
A0A8I5KQE6 ; P08865	RPSA	1.1939800831345104	1.2015525095134296	1.2054957967692586	1.196521817828723	1.2125133070086316	1.2026568975390677	1.1876587893681605	1.1921797883698175	1.1839483398943618	1.2144524204794898	1.204347538451173	1.1710963020704588
Q8N122	RPTOR	0.9591676423717058	0.9510437744177158	0.965544643012754	0.9623365495088751	0.9581570429085846	0.9635337621833984	1.0164293431517908	1.012449237631302	1.01854704307575	1.0251701704715543	1.0250157098096089	1.0204088534849645
Q8IZ73	RPUSD2	0.9308664717955544	0.9259928827240036	0.9545747993550042	0.9459238638647636	0.9415979919368742	0.9243399244466214	0.9896160624629522	0.982020510372587	0.9765755512843148	0.9741494485824772	0.9739511007386924	0.9610177964459916
Q6P087	RPUSD3	1.0768337805593	1.0726876553447735	1.0702509203626345	1.0628553656510975	1.07625210725269	1.073245307414653	1.0788540622900895	1.0846973149347745	1.0904944061047492	1.0949467099931691	1.0999762141880354	1.096490182302566
Q96CM3	RPUSD4	0.8310044012784773	0.8415199212971654	0.837997248302933	0.8570349654140716	0.8434091556778269	0.8365841018161784	0.8747720235319876	0.869423922263529	0.8472703251831877	0.8242849029136944	0.8414743992959413	0.8442323708837074
Q92600	RQCD1	1.040081083962398	1.0495668883332785	1.0494277345502594	1.0547471233350605	1.040980921567997	1.0498258520363544	1.0463650772993804	1.0497655544745073	1.045120212594491	1.0463531321420088	1.045493924444682	1.048585073125848
