UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
O60830	TIMM17B	NA	NA	512746	653548	942126	462508	899170	850117	772399	717700	749137	937915
Q9BVV7	TIMM21	897831	958301	1130000	1170000	1170000	1260000	527611	498036	530601	555027	494189	643806
Q9Y584	TIMM22	868427	823941	816125	907526	790834	895949	953295	1050000	1170000	1110000	1130000	1390000
O14925	TIMM23	NA	NA	NA	NA	NA	NA	NA	503739	NA	810887	756673	337067
O43615	TIMM44	1220000	1290000	1220000	1190000	1250000	1100000	2420000	2420000	2450000	2920000	2880000	2760000
Q3ZCQ8	TIMM50	959033	884951	848229	739464	771404	958429	1450000	1620000	1530000	1520000	1860000	1600000
O60220	TIMM8A	358933	710609	616322	715137	722844	1120000	NA	263810	89949.6	213757	119337	101602
Q9Y5J9	TIMM8B	NA	77769.6	NA	NA	92470.9	321035	79870.9	64142.8	58219.5	60306.8	63633.1	90109.5
Q9Y5J7	TIMM9	NA	64838.7	NA	NA	44682.6	132847	52873.3	64928	NA	NA	NA	67352.3
Q9NPL8	TIMMDC1	82870.3	120951	148534	NA	147179	99753.5	301583	238669	262641	316002	300774	289820
P01033	TIMP1	NA	NA	NA	NA	NA	NA	1300000	1370000	1270000	1550000	1750000	1510000
Q9BVW5	TIPIN	NA	145647	NA	NA	255827	282714	55712.2	53867.9	49428.9	16606	NA	38105
O75663	TIPRL	569503	636019	648249	570034	505692	582232	1220000	1240000	1280000	1190000	1110000	1100000
Q5JTD0	TJAP1	NA	NA	NA	NA	NA	NA	42525.8	62964	43843.1	60802.4	34768.5	88075.2
Q07157	TJP1	598457	524448	308102	590191	263795	NA	331158	339379	327403	311829	241018	318582
Q9UDY2	TJP2	1030000	1080000	1060000	1120000	1060000	989253	280156	304477	291458	432192	422236	469941
O95049	TJP3	215818	180814	207990	99810.6	207482	163719	NA	NA	NA	NA	NA	NA
P04183	TK1	1560000	1510000	1390000	1450000	1470000	1500000	4220000	4120000	4150000	2600000	2820000	2890000
O00142	TK2	NA	NA	28662.4	NA	NA	NA	65568.6	57794.7	56363.4	140464	76814.4	121990
P29401 ; Q16832	TKT	26000000	28500000	26600000	24100000	27600000	24600000	18900000	21200000	20000000	23900000	23600000	21100000
Q9H0I9	TKTL2	4680000	4270000	3300000	4430000	NA	4440000	3130000	2670000	2170000	1840000	2370000	3370000
Q96CP7	TLCD1	NA	NA	NA	NA	NA	NA	180797	140401	155340	181178	138669	137364
Q6P9B6	TLDC1	NA	NA	NA	NA	NA	NA	592856	573580	570070	830684	849287	676595
Q04726	TLE3	NA	NA	2110000	NA	3090000	NA	2100000	1920000	2030000	1960000	2020000	2190000
Q9UKI8	TLK1	111240	91611.4	91267.5	88900.8	89455.7	82979.7	176083	159958	160671	140188	140448	149932
Q86UE8	TLK2	157922	172532	129881	123238	166012	131655	171601	184045	210670	248651	264953	190478
Q9Y490	TLN1	30900000	31100000	31200000	27200000	30500000	28000000	9650000	10000000	9620000	10800000	10500000	10200000
Q9Y4G6	TLN2	2660000	2210000	2210000	2000000	1840000	2140000	1970000	1560000	875724	1250000	1640000	1870000
Q9BX73	TM2D2	NA	NA	NA	NA	NA	NA	56481.7	62492.1	45475.7	11833.6	26302.7	29786.5
Q9BRN9	TM2D3	671716	661291	616787	553414	691330	636506	610113	596654	597237	323281	203221	279784
P48230	TM4SF4	36135.8	105161	137136	NA	NA	194091	99324.1	NA	69932.4	86381.4	57860	52652.1
O76062	TM7SF2	NA	NA	NA	NA	NA	NA	121574	122348	182448	203592	184934	162502
Q9NS93	TM7SF3	370334	462750	478088	469861	360617	508527	40345.2	70117	84952.8	72018.3	66811.3	51506.5
O15321	TM9SF1	244442	261333	266929	333464	250186	249093	250356	258126	278002	283227	279909	281241
Q99805	TM9SF2	1090000	1250000	1230000	1090000	845987	929401	949907	849810	1020000	709462	834931	832379
Q9HD45	TM9SF3	1390000	1550000	1400000	1740000	1240000	1410000	976730	990475	1020000	968858	1010000	1030000
Q92544	TM9SF4	1090000	911279	768606	854289	759466	872470	1470000	1420000	1630000	1310000	1400000	1580000
Q96EY4	TMA16	NA	45851.9	142296	131086	42563.1	252251	144211	198226	107353	147750	57258.8	72476
Q9Y2S6	TMA7	164517	350129	282664	363887	426894	424655	367924	346014	247157	241598	270667	357268
Q969X1	TMBIM1	NA	NA	NA	NA	NA	NA	258644	239526	320707	295034	370290	324381
Q9HC24	TMBIM4	NA	NA	NA	NA	NA	NA	36760.5	21452.3	52457.6	NA	NA	NA
P55061	TMBIM6	77287.8	81224	59119.9	63083.8	71345.4	67845.9	144024	135084	149267	136882	128806	168602
Q8TDI8	TMC1	240403	271889	202125	279174	193745	334840	NA	NA	NA	NA	NA	NA
Q7Z403	TMC6	NA	NA	NA	NA	NA	NA	52581.4	49515.6	63785.2	169021	169640	124141
Q9UM00	TMCO1	1850000	2050000	1950000	2150000	1660000	2050000	1540000	1520000	1430000	1280000	1130000	1380000
Q13445	TMED1	79811.6	74350.8	64711.3	91101.7	71005	65163.8	428032	398918	415008	518956	497422	437925
P49755	TMED10	2710000	2790000	2440000	2720000	2550000	2620000	2980000	2920000	3030000	3360000	3470000	3670000
Q15363	TMED2	1680000	1810000	1880000	1810000	1630000	1600000	1950000	1440000	1780000	1800000	1990000	1920000
Q9Y3Q3	TMED3	69151.1	67364.1	136950	90190.6	49587.9	56692.6	63643.9	NA	55686.2	104669	73881.7	31821.4
Q7Z7H5	TMED4	373163	338114	353020	378591	336676	407930	651072	614176	692983	704487	696192	657804
Q9Y3A6	TMED5	2290000	1940000	1950000	2100000	1980000	1800000	2180000	1840000	1820000	1630000	2240000	2450000
Q6PL24	TMED8	126674	120555	143809	103991	145785	78305.5	184863	194968	178554	126938	139675	103491
Q9BVK6	TMED9	1300000	1480000	1620000	1310000	1560000	1840000	1750000	1650000	1710000	1670000	1730000	1590000
Q9NUM4	TMEM106B	168495	157762	157936	181836	130264	155909	376206	301560	391843	331712	326434	559899
Q9BVC6	TMEM109	NA	NA	NA	NA	NA	NA	4560000	4940000	5260000	3750000	4070000	4520000
P17152	TMEM11	927306	944376	853626	902451	1010000	1210000	449670	518979	394942	760349	922182	739448
Q9H061	TMEM126A	NA	NA	NA	NA	NA	NA	1010000	1050000	1090000	1100000	961663	1160000
Q8IUX1	TMEM126B	NA	NA	NA	NA	NA	NA	NA	NA	NA	8228.67	16248.9	NA
Q92545	TMEM131	1650000	855793	1130000	458933	962378	1480000	1010000	1180000	1260000	2090000	1560000	667118
Q86UB9	TMEM135	NA	NA	NA	NA	NA	NA	92803.8	78223.1	68783.9	71414.4	NA	NA
Q9BVK8	TMEM147	NA	107725	101759	65478.5	109886	92597.4	195515	NA	120804	NA	76695.7	NA
Q9P0S9	TMEM14C	52082.4	70544.4	104595	129491	78776.5	88839.4	263177	144510	188088	201905	307868	191203
Q96B96	TMEM159	NA	NA	NA	NA	NA	NA	58530.4	46081.7	63435.3	100599	120334	143128
Q9NX00	TMEM160	475409	491241	525020	686552	388867	443756	456551	341868	279322	417359	464387	461841
Q9NX61	TMEM161A	NA	NA	NA	NA	NA	NA	282137	250881	161103	164412	156392	159724
Q9HC07	TMEM165	596059	506336	680799	NA	NA	371983	702447	687140	929903	955807	743971	729598
Q8TBQ9	TMEM167A	455042	552507	552741	574387	373539	507839	504351	496401	486265	401143	348188	440474
Q9H0V1	TMEM168	41227.2	60052.4	55383.5	45104	55496	53701.5	NA	58972.8	54682.4	21647.1	NA	66651
Q86WV6	TMEM173	NA	NA	NA	NA	NA	NA	1650000	1650000	1670000	1160000	1090000	1390000
Q9BSA9	TMEM175	NA	NA	NA	NA	NA	NA	NA	NA	NA	31997.1	49242.3	33131.1
Q53S58	TMEM177	67185.1	65115.1	71878.8	93730.8	70904.7	64242.5	190481	270108	214762	299609	213579	231942
Q7Z7N9	TMEM179B	NA	NA	NA	NA	NA	NA	162818	137359	228434	108888	144400	208382
Q9P2C4	TMEM181	NA	NA	97955.3	123062	67456.1	93039	31937.2	64876.4	85054.9	140832	104698	101226
Q9NVA4	TMEM184C	NA	NA	NA	NA	NA	NA	163339	131383	129513	147043	139518	163875
Q96B77	TMEM186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41191.6	87513.6
Q8IY95	TMEM192	NA	NA	NA	NA	NA	NA	700588	808947	775326	807809	816834	810277
O14524	TMEM194A	39979.9	34430.6	36155.1	71070	51188.9	60217.5	192124	151548	195517	143787	148580	168877
Q8N511	TMEM199	NA	NA	NA	NA	NA	NA	270118	341636	384644	198409	255929	215787
Q9UHN6	TMEM2	106403	80160.4	115787	93049.1	100066	100389	55619.5	55621.2	74489.7	NA	17824.2	36393.8
Q5SNT2	TMEM201	NA	NA	NA	NA	NA	NA	333504	404476	391456	227488	247489	258585
Q6UW68	TMEM205	NA	NA	NA	NA	NA	NA	743511	826996	793543	1260000	1270000	1080000
Q9H813	TMEM206	155554	200803	200903	233351	177341	206036	72058.5	61426.6	74079.5	53202.8	50802.8	51380.1
Q96SK2	TMEM209	431230	283546	416800	422904	368057	303186	447881	400771	425732	375042	347323	426432
Q6NUQ4	TMEM214	946929	960336	867209	994962	781705	827363	2060000	1770000	1880000	1530000	1560000	1760000
Q9H0R3	TMEM222	NA	NA	NA	NA	NA	NA	131248	107121	133658	178219	138453	190045
A0PJW6	TMEM223	NA	NA	NA	NA	NA	NA	383685	349341	307724	397773	380745	479192
Q96A57	TMEM230	345507	316939	362697	388458	450960	309153	260720	238463	238305	202436	127953	261543
Q9H330	TMEM245	43646.1	59026.8	23215.5	58471.3	NA	54871.2	186001	193722	195133	252618	234416	258986
Q9NWD8	TMEM248	NA	NA	NA	NA	NA	NA	68762.1	81830	73849.3	158412	NA	28102.2
P61165	TMEM258	152363	214259	147288	124891	138240	137001	37041.3	NA	NA	NA	69126.9	40431.8
Q4ZIN3	TMEM259	98232	163459	119069	130983	48224.5	184823	392360	369532	457761	375245	280519	404922
Q8WUH6	TMEM263	1250000	1470000	1430000	1250000	1010000	1130000	1190000	1590000	1340000	1600000	1480000	1080000
Q9NV96	TMEM30A	431971	441616	459108	398015	421126	415047	279132	269574	268542	266195	283769	327060
P57088	TMEM33	1640000	1740000	1720000	1820000	1570000	1710000	2870000	2650000	2920000	2250000	1990000	2310000
Q9NVV0	TMEM38B	NA	NA	NA	NA	NA	NA	107266	72651.6	108343	53847.8	54126.7	184383
Q96HV5	TMEM41A	NA	NA	63597.7	60530.6	62864	57176.9	310229	556814	598764	446095	423944	484429
Q5BJD5	TMEM41B	149178	96725.8	243318	117162	141200	183875	249100	373209	157837	127547	155848	242304
Q9BTV4	TMEM43	833693	830871	889130	982939	664019	1010000	1140000	1140000	1230000	1190000	1170000	1220000
O95807	TMEM50A	NA	NA	NA	NA	NA	NA	100463	21024.4	40369.3	NA	23797.4	62973.5
P56557	TMEM50B	NA	NA	NA	27852.6	NA	20820.6	42631.6	69570.2	85605.9	147482	74425.3	108899
Q8N4L2	TMEM55A	880476	837352	966428	755681	937142	893987	742854	496051	826377	624138	464266	876365
Q86T03	TMEM55B	222624	188236	209078	262407	245871	205699	287488	293835	313027	365342	352978	349776
Q96MV1	TMEM56	NA	NA	NA	NA	NA	NA	NA	NA	NA	47993.6	50927.3	81283.7
Q8N5G2	TMEM57	104909	131526	165663	125595	124076	126752	186504	183374	192762	129990	134278	162171
Q9BXS4	TMEM59	75237	119505	185291	135781	96990.3	121600	24518.7	23636.3	38165	115596	88700.5	NA
O94886	TMEM63A	NA	NA	NA	NA	NA	NA	344568	304311	295032	367557	384592	445345
Q5T3F8	TMEM63B	NA	NA	NA	NA	NA	NA	34530.8	49037	40727.8	99135.5	123898	105726
Q6PI78	TMEM65	NA	NA	NA	NA	NA	81689.1	149095	212639	217162	278508	305629	259976
Q96MH6	TMEM68	NA	127852	NA	131840	56380.7	176771	264103	348060	337665	325153	278057	359401
Q5SWH9	TMEM69	NA	NA	NA	NA	NA	NA	160743	123493	207003	50191.7	108048	183540
Q9BUB7	TMEM70	NA	NA	NA	NA	NA	NA	586046	520800	596721	511373	507414	495051
Q8NBN3	TMEM87A	337085	238912	245556	342505	282328	530488	331869	245057	245715	206050	206869	197821
Q9P0T7	TMEM9	80708.2	112470	135667	92544.6	80708.9	132684	183237	225361	222179	316527	293026	246631
Q5BJF2	TMEM97	NA	NA	NA	NA	NA	NA	1620000	1360000	1530000	1190000	935866	827851
Q9NQ34	TMEM9B	400116	563116	485768	409202	462015	413968	303919	232458	311026	319300	395242	308408
P82094	TMF1	40753.1	59778.1	46058.3	34252.7	38592.7	58875.2	58590.7	72667.1	60422.5	49025.7	45322.4	61624.5
Q9NVH6	TMLHE	NA	158732	122427	47080.6	58149.4	85795.2	181095	216847	187125	324215	320030	349977
P28289	TMOD1	NA	NA	NA	NA	NA	NA	288548	325672	329875	678948	740191	688778
Q9NZR1	TMOD2	549150	603667	693191	728331	569884	640983	405054	618653	887041	1390000	2440000	1700000
Q9NYL9	TMOD3	1430000	1490000	1480000	1470000	1590000	1470000	1360000	1560000	1520000	1410000	1350000	1420000
P42166 ; P42167	TMPO	11800000	12300000	11800000	12300000	12400000	12700000	13800000	14900000	13800000	17000000	17100000	15900000
Q6ZT21	TMPPE	104039	108089	102396	94660.3	96271	120010	304579	220484	255902	268493	247295	276116
Q6ZXV5	TMTC3	132789	69017.1	113619	116323	85633.3	120874	143600	129384	155945	123838	144499	127569
Q9BVT8	TMUB1	51400.6	92860.7	68595.1	NA	NA	63993.6	865578	723824	751396	592409	641611	721929
Q71RG4	TMUB2	NA	NA	NA	NA	NA	NA	68377.8	22586.7	46181.8	38747	51239.4	33802.7
Q9H3N1	TMX1	NA	NA	NA	NA	NA	NA	2170000	2060000	2140000	2250000	2000000	2050000
Q9Y320	TMX2	606489	695709	665690	779700	545889	707419	1150000	1040000	1180000	646608	588957	656263
Q96JJ7	TMX3	1350000	1390000	1320000	1410000	1150000	1280000	760136	644693	721189	639357	662464	643640
Q9H1E5	TMX4	597140	788662	750159	787107	653476	731274	558553	497486	583635	492658	457151	573102
Q03169	TNFAIP2	NA	NA	NA	NA	NA	NA	337878	284939	490366	503366	524233	541796
O95379	TNFAIP8	2910000	2390000	3010000	2100000	2830000	2920000	405471	507272	460347	543864	522747	382435
Q6P589	TNFAIP8L2	485241	364748	440164	511220	544084	NA	NA	NA	NA	NA	NA	NA
O00220	TNFRSF10A	NA	NA	NA	NA	NA	NA	240215	207110	328219	NA	57879	NA
P28908	TNFRSF8	NA	NA	NA	NA	NA	NA	303287	279553	372765	132769	121638	150740
Q9UKE5	TNIK	NA	NA	NA	NA	NA	NA	269139	262758	275326	227253	215532	249152
Q15025	TNIP1	107816	134180	129256	141517	227598	185764	77005.3	80254.5	94435.9	51573.8	45884.6	41774.6
Q13470	TNK1	688910	595150	702588	NA	NA	683349	562768	386846	NA	279499	169085	715817
Q07912	TNK2	31817.4	NA	69811.6	72935.5	52153.6	57937.8	NA	NA	NA	30636	30163.6	139072
Q9C0C2	TNKS1BP1	1030000	814226	NA	NA	899427	NA	631892	687680	670744	951186	945485	921309
Q92973	TNPO1	3890000	3710000	3640000	3550000	3420000	3940000	3980000	3910000	4320000	2900000	3280000	3370000
O14787	TNPO2	1190000	1140000	1320000	1060000	1030000	1100000	1210000	1050000	1160000	1090000	1050000	928275
Q9Y5L0	TNPO3	1100000	989029	1030000	975083	903217	1070000	2350000	2250000	2370000	1870000	1990000	1950000
Q8NDV7	TNRC6A	67661.2	95727.3	83689.9	104640	83141.5	62234.5	29760.8	47603.1	50830.8	NA	15245.2	NA
Q9UPQ9	TNRC6B	93977.6	108326	90289.2	76669.1	86749.7	85757.5	115828	127000	100939	114889	117520	94673.4
Q96GM8	TOE1	840393	789001	704212	902194	821799	831884	1030000	1040000	1040000	834220	871926	906903
Q9H0E2	TOLLIP	1050000	808082	730314	845199	1020000	757406	472650	505446	494996	798631	753950	766876
O60784	TOM1	1110000	545297	747810	1060000	659449	798145	793585	612664	755939	1190000	1220000	1220000
O75674	TOM1L1	312807	335764	478983	309037	384335	370298	291902	247598	243455	245718	280802	314921
Q6ZVM7	TOM1L2	NA	323170	280208	574446	330026	273475	192375	222145	211629	218667	194253	156451
Q15388	TOMM20	2040000	1690000	2100000	1960000	2250000	2510000	2110000	2940000	2470000	2210000	1840000	2400000
Q9NS69	TOMM22	1320000	1690000	1850000	1460000	1610000	1670000	1960000	2000000	2170000	2020000	1990000	1770000
Q15785	TOMM34	1710000	1490000	1580000	1540000	1500000	1670000	1900000	2040000	1730000	1760000	1480000	1630000
O96008	TOMM40	2110000	2000000	2220000	2050000	1830000	2270000	4440000	4090000	4190000	3720000	4070000	3870000
Q969M1	TOMM40L	NA	NA	NA	NA	NA	NA	43097.4	128402	176059	123798	85602.2	144469
Q8N4H5	TOMM5	256858	380145	NA	503637	NA	271765	625807	754145	649713	1340000	1090000	1270000
O94826	TOMM70A	3010000	3180000	2950000	2580000	2890000	2890000	2450000	2520000	2520000	2890000	3110000	3020000
Q96HA7	TONSL	473627	NA	223933	NA	NA	NA	366940	412967	409222	358379	378088	317196
P11387	TOP1	3390000	3590000	3230000	3140000	3280000	3250000	4640000	4590000	4560000	4920000	4840000	4360000
P11388	TOP2A	9790000	9850000	9310000	9200000	9180000	8940000	5310000	5230000	5540000	2640000	2540000	2920000
Q02880	TOP2B	1630000	1670000	1650000	1670000	1690000	1600000	1780000	1780000	1770000	2150000	2220000	1990000
Q13472	TOP3A	NA	166777	174542	110839	NA	NA	181107	161513	191913	146742	127580	138766
O95985	TOP3B	307221	283554	275318	334351	291980	314977	491434	548436	527428	467410	462952	539356
Q92547	TOPBP1	309062	220438	350084	300999	248619	332628	90890.6	106090	106732	81095.6	88104.3	67432.9
O14656	TOR1A	331191	171474	349532	252779	402184	181901	641903	619617	678765	504225	508601	493291
Q5JTV8	TOR1AIP1	553576	589390	804123	600455	612579	788873	1750000	1710000	1540000	1890000	1600000	2070000
Q8NFQ8 ; Q9H496	TOR1AIP2	1070000	964359	952545	997152	1140000	1430000	330841	281214	257482	194977	201156	195515
O14657	TOR1B	285120	214701	313225	340228	309267	288069	398402	446248	402545	380470	374565	255486
Q5JU69 ; Q8N2E6	TOR2A	NA	NA	NA	NA	NA	21857.6	909054	1080000	1260000	1350000	1350000	960893
Q9H497	TOR3A	NA	NA	NA	NA	NA	NA	674951	665514	613163	632626	731754	704736
Q9NXH8	TOR4A	NA	NA	NA	NA	NA	NA	686211	693854	669246	553532	520325	620780
O94842	TOX4	592406	630998	695859	465185	668085	606770	598239	655453	647177	616750	585176	641222
Q12888	TP53BP1	1070000	859795	1120000	1010000	1100000	945718	1600000	1560000	1610000	1760000	1850000	1900000
Q13625	TP53BP2	NA	NA	65308	NA	49278.5	NA	220043	219957	225236	245106	246774	200861
Q53FA7	TP53I3	NA	NA	NA	NA	NA	NA	123595	153928	188602	196816	158184	171037
Q96S44	TP53RK	261871	222152	216105	269919	246509	217175	438210	413459	415367	367923	383139	424334
Q9ULQ1	TPCN1	NA	NA	NA	NA	NA	21154.5	32344.6	112751	61519.2	91062.5	59257.3	NA
P55327	TPD52	715299	623361	689580	664032	708567	1180000	NA	NA	NA	NA	NA	NA
Q16890	TPD52L1	NA	NA	NA	NA	NA	NA	797125	708724	692695	611324	783746	752914
O43399	TPD52L2	1370000	1290000	1340000	1580000	1500000	1940000	1370000	1060000	950634	1250000	1310000	1510000
P60174	TPI1	51100000	52900000	48200000	43900000	53600000	53200000	38000000	42200000	39700000	49300000	51500000	46700000
Q9H3S4	TPK1	34657.5	29872.6	36172	34731.8	65860.1	NA	NA	NA	NA	37150.3	58834.2	71094
P09493	TPM1	7050000	6500000	6360000	6320000	7080000	6530000	3390000	3910000	3480000	3950000	4310000	4210000
P67936	TPM4	NA	NA	857327	NA	NA	NA	2060000	2890000	2300000	2420000	1470000	1240000
P51580	TPMT	135719	153601	104137	150388	111593	182271	4050000	4340000	3920000	4020000	3870000	3950000
O14773 ; P49638 ; Q96AP0	TPP1	1020000	966033	1220000	841375	1190000	1120000	1100000	1040000	1090000	2560000	2580000	2490000
P29144	TPP2	2300000	2200000	2190000	2350000	2170000	2190000	1980000	1990000	1980000	1530000	1520000	1650000
P12270	TPR	1360000	1340000	1310000	1350000	1360000	1330000	1820000	1890000	1930000	2010000	1940000	1910000
Q5T0D9	TPRG1L	184105	249986	172935	248350	179758	211147	14404.1	11520.3	19228.6	57073.1	38022.4	40011
Q9Y3C4	TPRKB	208178	233559	211294	253968	194393	219252	407170	421171	416787	409874	446584	423325
Q4KMQ1	TPRN	121322	133265	NA	NA	NA	71182.6	261476	262403	294382	135986	141409	131167
O60704	TPST2	97222.9	137499	148102	117275	NA	18446.2	683270	663773	751945	372230	283649	380580
P13693	TPT1	4890000	4620000	4460000	4190000	4530000	4070000	2380000	2500000	2300000	1590000	1490000	1030000
Q9ULW0	TPX2	NA	564901	500837	524548	682628	641633	733513	784181	713964	214375	191073	172813
Q13595	TRA2A	2400000	2220000	2190000	2410000	2220000	2320000	3140000	2930000	3110000	3020000	3090000	4160000
P62995	TRA2B	12600000	11900000	12200000	13600000	14400000	13100000	13100000	13700000	13700000	14000000	12200000	13800000
Q9H4I3	TRABD	421338	412828	627984	594026	457153	350974	608805	591038	761209	727288	912821	606333
Q15628	TRADD	892704	1050000	1020000	970688	884611	862861	414037	435723	338560	566602	531106	442496
Q12933 ; Q92844	TRAF2	NA	NA	NA	NA	NA	423931	737443	700128	686689	575683	652599	666393
Q13114	TRAF3	NA	NA	NA	NA	NA	15920.3	13534.3	NA	NA	13865.4	12222.1	NA
Q9BUZ4	TRAF4	NA	NA	NA	NA	NA	NA	118472	115302	116645	95186	65590.9	64024.4
Q9Y4K3	TRAF6	137161	387274	711449	357510	468429	664469	349857	221487	358490	340980	341403	268947
O14545	TRAFD1	NA	NA	NA	19838.9	NA	NA	296710	310346	258347	198615	138505	158158
Q15629 ; Q9Y6Q9	TRAM1	839437	809726	815189	942322	703530	799761	1070000	831096	1080000	552591	561276	923604
Q15035	TRAM2	NA	NA	NA	NA	NA	NA	50461.2	65985.7	89818.1	51996.5	93971	93934.6
O15050	TRANK1	201108	256166	392444	515375	156077	141369	156758	198888	144174	276444	343933	301764
Q12931 ; Q58FF3	TRAP1	6830000	7020000	6940000	7580000	7180000	7190000	15300000	15700000	15500000	16200000	16100000	16200000
Q9Y5R8	TRAPPC1	1070000	1070000	977977	865965	964707	1070000	1180000	1320000	1070000	1140000	1260000	1330000
P48553	TRAPPC10	209346	166747	130595	117498	114449	254178	271191	276448	373189	286697	340001	345013
Q7Z392	TRAPPC11	306344	336726	316925	275514	351359	400524	312874	339810	334288	362582	342582	373725
Q8WVT3	TRAPPC12	608600	591357	661218	753753	564018	636251	580441	653955	694863	573940	565247	738243
A5PLN9	TRAPPC13	173820	201235	202081	190769	233882	212130	235254	244498	237944	223986	206580	234695
Q9UL33	TRAPPC2L	562087	470757	486033	569808	584223	452056	777141	849405	774935	695702	720513	791747
O43617	TRAPPC3	1370000	1220000	1290000	1150000	1180000	1310000	1600000	1830000	1500000	1600000	1650000	1830000
Q9Y296	TRAPPC4	985856	914144	897893	916155	905238	878974	1140000	1130000	1170000	1070000	1050000	1250000
Q8IUR0	TRAPPC5	577874	523961	657566	667228	636317	554743	603042	567201	602891	463686	466870	571700
O75865	TRAPPC6A	137608	121970	NA	NA	130425	72909.7	115140	134206	114289	95820.9	138849	141781
Q86SZ2	TRAPPC6B	216859	269977	265808	268205	322203	263047	311789	320789	328653	365330	412939	386371
Q9Y2L5	TRAPPC8	268120	377311	335061	319813	328651	347549	371334	377188	345131	446401	435886	479510
Q96Q05	TRAPPC9	126042	158152	162929	140828	121697	141061	163072	137866	150819	174549	174110	231431
Q96F44	TRIM11	101953	88189.6	168040	76012	NA	72925.9	497844	538695	523446	295542	321604	346671
Q14142	TRIM14	NA	NA	NA	NA	NA	NA	140500	145831	124151	79410.5	52391	93178.4
O95361	TRIM16	304619	247841	212247	275616	241166	200059	NA	NA	NA	NA	NA	NA
P19474	TRIM21	238461	259069	263374	197605	193833	290132	125835	105144	134242	143419	127991	105341
O15164	TRIM24	185249	139289	149570	275851	85020.4	119353	470295	539393	553602	572369	485426	490686
Q14258	TRIM25	788621	888309	689112	557502	487477	730861	1590000	1630000	1640000	1880000	2100000	1650000
Q12899	TRIM26	NA	NA	10327.9	12882	11514.4	11125.6	NA	NA	NA	NA	NA	NA
P14373	TRIM27	716171	780885	660595	659951	763778	536112	930598	971562	913354	803964	844475	615762
Q13263	TRIM28	16200000	15500000	16000000	15100000	16700000	15400000	28600000	28900000	28500000	32600000	31300000	28500000
Q13049	TRIM32	315259	375488	246851	223000	292119	336747	264573	241996	262143	231696	211000	303672
Q9UPN9	TRIM33	490981	436144	479604	498308	441598	442643	741032	787627	777909	725357	728219	769754
O00635	TRIM38	NA	NA	NA	NA	NA	NA	280753	303234	254552	205846	243345	262751
Q9C037	TRIM4	NA	NA	NA	NA	NA	NA	435507	539732	455747	492607	441346	303472
Q8WV44	TRIM41	NA	NA	NA	NA	100484	47193.4	105006	108819	135158	121308	118742	122050
Q96DX7	TRIM44	NA	NA	NA	NA	NA	NA	73163.5	85640.8	68700.5	29588.9	38755.6	NA
Q96LD4	TRIM47	NA	NA	NA	NA	NA	NA	26032.3	46008	42489.6	65102.7	59739	54706.4
Q9C035	TRIM5	NA	NA	NA	NA	NA	NA	66704.2	76272.5	40354.7	54109.1	66406.3	42635
Q9BRZ2	TRIM56	328111	407489	484942	491390	393043	354260	386290	378365	389642	373355	318722	283091
Q8NG06	TRIM58	NA	NA	NA	NA	NA	NA	128001	153205	124931	247256	263605	219726
Q6PJ69	TRIM65	NA	NA	NA	NA	NA	NA	710764	884199	840198	891117	892414	809535
O75962	TRIO	NA	59407.1	83109.5	NA	NA	NA	71183.5	81084.7	NA	NA	NA	NA
Q9H2D6	TRIOBP	52676.5	50687.2	NA	39872.6	46109.3	63246.8	19364.3	NA	NA	17018	35814.6	66913.9
Q15642	TRIP10	904783	927173	1040000	919691	969722	923548	2010000	2230000	2220000	2090000	1960000	2130000
Q15643	TRIP11	178773	293643	363728	367250	381095	313682	134855	127316	119454	117145	131484	132914
Q14669	TRIP12	1740000	1830000	1750000	1840000	1640000	1680000	784507	755356	815033	723119	710447	694544
Q15645	TRIP13	1550000	1370000	1430000	1450000	1360000	1390000	1350000	1270000	1320000	935093	993514	1090000
Q15650	TRIP4	249289	697584	467218	481027	456184	960997	803317	952435	784772	786459	731901	793619
Q15654	TRIP6	NA	NA	NA	NA	NA	NA	828352	986730	816055	780913	653350	545955
Q9H3H1	TRIT1	118952	109582	98208.5	174939	109435	98258.9	285688	362800	324154	310981	303482	284872
O75648 ; Q9NXH9	TRMT1	1040000	911719	1140000	826317	910388	1020000	1210000	1310000	1250000	894533	885353	906605
Q7L0Y3	TRMT10C	263805	287491	204105	305229	207065	256796	1150000	1190000	1140000	1120000	1160000	1060000
Q7Z4G4	TRMT11	NA	241670	181291	146464	247323	271975	214451	205605	206273	199297	187231	205077
Q9UI30	TRMT112	1920000	1490000	1480000	306575	2320000	3330000	1640000	2250000	1450000	1550000	1280000	1400000
Q9NUP7	TRMT13	NA	NA	81765.5	54017.8	56821.9	NA	70716.8	46111.4	76280.3	NA	37249	66557.6
Q7Z2T5	TRMT1L	436095	352490	497644	541997	285399	348876	1040000	950033	1120000	1250000	1340000	1220000
Q8IZ69	TRMT2A	1680000	1750000	1910000	1460000	1670000	1780000	1410000	1510000	1450000	1280000	1310000	1200000
Q32P41	TRMT5	648584	526714	583600	532637	563384	553914	452222	447088	534685	516001	501081	521275
