UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
P01023	A2M	796034	809464	601767	672452	962730	570013	647872	412607	624270	162233	692350	932476
Q9NRG9	AAAS	2180000	2240000	2590000	2170000	2280000	2140000	2270000	2330000	2230000	1950000	2010000	1920000
Q86V21	AACS	1410000	1330000	1390000	1460000	1160000	1420000	179119	180251	200125	168680	138098	197455
Q6PD74	AAGAB	NA	1760000	1410000	2570000	1390000	3610000	3260000	3430000	3120000	2350000	1760000	1970000
Q2M2I8	AAK1	933847	1000000	932422	931769	1060000	914554	831119	819244	818271	709717	567468	595519
Q9H7C9	AAMDC	77637.9	NA	78242.3	49303.2	44061.1	25614.1	333995	299213	247929	536121	530396	624247
Q13685	AAMP	490232	508529	602136	508414	525097	514475	694215	702771	766562	378841	324167	361763
Q9Y312	AAR2	1180000	641805	955777	729205	835902	1080000	917789	970644	1030000	645147	700942	902296
P49588	AARS	10500000	10400000	10900000	10000000	10100000	9770000	17000000	17100000	17400000	20900000	20900000	19300000
Q5JTZ9	AARS2	433943	301095	390226	337860	372530	386901	1200000	1310000	1310000	1610000	1620000	1690000
Q9BTE6	AARSD1	562914	476060	566578	565858	490260	507092	NA	NA	NA	NA	NA	NA
Q9NRN7	AASDHPPT	156643	112437	174016	117662	99740.8	172707	955044	1110000	1020000	1140000	1100000	849658
Q9NY61	AATF	1200000	1150000	1340000	1140000	1160000	1060000	1200000	1090000	1140000	869612	799102	809066
Q9BZC7	ABCA2	160883	169084	151612	206257	179296	174065	NA	NA	NA	NA	NA	NA
Q99758	ABCA3	NA	NA	NA	NA	NA	NA	62084.6	34083	64343.8	64099.8	36021	91866.9
Q9NRK6	ABCB10	850262	696877	701398	818379	695104	716737	1320000	1220000	1330000	2320000	2200000	2800000
Q9NP58	ABCB6	548984	353323	378941	553945	314298	473177	541332	546471	654908	1090000	1260000	1560000
O75027	ABCB7	707365	750065	980502	854477	671535	799340	510393	547708	490295	746261	620738	805534
Q9NUT2	ABCB8	247875	196568	200075	206821	176104	233784	389971	374325	456188	490670	468068	654841
P33527	ABCC1	636398	617767	545981	703135	424525	666168	420222	377563	386384	428694	442334	489129
O15439	ABCC4	131443	118705	154448	197587	112708	167364	212230	214007	220895	292029	262412	268141
P33897	ABCD1	NA	NA	NA	NA	NA	NA	163829	159231	183490	306953	344217	369752
P28288	ABCD3	873254	986941	994652	1090000	815366	885339	982183	1060000	1120000	807763	721570	653109
P61221	ABCE1	4260000	4020000	4070000	4000000	3960000	4110000	4100000	4260000	4100000	3060000	3190000	3310000
Q8NE71	ABCF1	1260000	1300000	1390000	1160000	1140000	1190000	3670000	3590000	3700000	3010000	2990000	2840000
Q9UG63	ABCF2	5360000	5370000	5300000	5530000	5510000	4980000	5930000	6300000	6060000	3320000	3060000	3050000
Q9NUQ8	ABCF3	1260000	1220000	1260000	1220000	1210000	1310000	1610000	1720000	1670000	1410000	1440000	1500000
Q9NUJ1	ABHD10	3330000	NA	NA	NA	NA	NA	1770000	1810000	1680000	2290000	2220000	2140000
Q8NFV4	ABHD11	NA	NA	NA	NA	NA	NA	712194	886864	795536	1300000	1180000	1150000
Q8N2K0	ABHD12	157854	149194	214776	286238	174150	217464	203217	185491	188228	216808	200253	234838
Q9BUJ0	ABHD14A	1470000	1070000	2890000	1090000	2190000	1760000	NA	NA	NA	80250.6	866181	867372
Q96IU4	ABHD14B	1020000	652684	629483	743568	706595	608849	2110000	2240000	2080000	2920000	2920000	2470000
O95870	ABHD16A	171867	200113	193518	177257	127099	191184	896437	811769	879046	1140000	1080000	1020000
Q5VST6	ABHD17B	231636	272534	184673	263644	236234	248059	NA	58855.5	NA	NA	NA	NA
Q8WU67	ABHD3	NA	NA	NA	NA	NA	NA	249266	182517	131954	112528	159390	238166
Q8TB40	ABHD4	428356	357533	366351	349077	357141	345367	132861	NA	51386	196788	116914	140161
Q8WTS1	ABHD5	260050	221304	193253	194879	204628	204874	315571	451651	342546	1120000	1080000	882573
Q8IZP0	ABI1	995801	981292	1270000	949943	1120000	939130	1290000	1150000	1110000	1390000	1450000	1440000
P00519	ABL1	79485.8	NA	NA	NA	NA	NA	693938	742697	765144	955918	951383	794356
P42684	ABL2	60983.4	94248.7	114780	77714.3	73922	81151.8	228052	212902	228401	129759	116464	80118.3
Q6H8Q1	ABLIM2	146942	179656	214988	NA	107408	137290	204701	160055	109455	215782	250191	271055
Q12979	ABR	81788.8	133138	90259.9	152672	138534	155989	NA	NA	NA	NA	NA	NA
Q9P1F3	ABRACL	1360000	933622	1100000	961602	1390000	1710000	NA	NA	NA	29275	NA	NA
Q9ULW3	ABT1	956777	978752	988862	914842	861221	920407	1280000	1230000	1230000	826334	902913	860252
P09110	ACAA1	2160000	2360000	1990000	1780000	2020000	1900000	1720000	1830000	1660000	1760000	1900000	1660000
P42765	ACAA2	724586	757523	755110	680436	846032	856647	526312	550269	519696	912277	926729	812735
Q13085	ACACA	1430000	1460000	1410000	1460000	1270000	1430000	1630000	1550000	1630000	1210000	1210000	1200000
O00763	ACACB	209481	199503	218373	277476	189705	222081	NA	NA	NA	NA	NA	NA
Q6JQN1	ACAD10	NA	NA	NA	NA	NA	NA	56701.3	94794.7	83195.9	192461	163308	163156
Q9UKU7	ACAD8	402502	477284	543738	550344	480070	345219	216654	216693	183142	381694	352428	282859
Q9H845	ACAD9	976977	1010000	1120000	1030000	832485	1150000	657050	696526	696514	785517	867043	875435
P28330	ACADL	750152	1710000	1120000	519344	1610000	1250000	NA	NA	NA	NA	NA	NA
P11310	ACADM	1220000	1560000	1710000	1610000	1600000	1640000	4590000	4850000	4390000	6240000	6290000	6300000
P16219	ACADS	1580000	2180000	1930000	1640000	1980000	1610000	894216	912912	897962	1760000	1710000	1640000
P45954	ACADSB	547214	563056	578580	823282	557636	563861	301178	342551	278026	543679	583003	546011
P49748	ACADVL	1730000	1710000	1760000	1780000	1710000	1520000	3210000	3090000	2990000	4130000	4160000	4280000
Q15027	ACAP1	693886	677332	723498	569331	673588	630777	NA	NA	NA	NA	NA	NA
Q15057	ACAP2	470601	503737	492529	488483	531793	425254	651054	633105	677467	646953	697814	691662
P24752 ; P35610	ACAT1	3760000	4000000	3740000	3170000	3730000	3050000	4250000	4410000	4450000	7140000	7850000	6350000
O75908 ; Q9BWD1	ACAT2	1500000	1470000	1490000	1490000	1420000	1490000	4960000	5160000	5050000	5930000	5940000	5010000
Q9H3P7	ACBD3	449704	437538	526760	534430	501226	489246	940645	962671	1010000	958030	956330	879555
Q5T8D3	ACBD5	NA	NA	NA	NA	NA	NA	100796	150531	103718	129685	170813	89161.2
Q9BR61	ACBD6	264903	314250	380660	290077	309968	362911	534642	587517	539441	356301	405789	365435
Q96AP0	ACD	NA	NA	NA	NA	NA	NA	152924	123640	144768	68339.2	73751.4	96951.6
Q9UKV3	ACIN1	2700000	2690000	2630000	2480000	2660000	2660000	2440000	2480000	2480000	2620000	2560000	2430000
P53396	ACLY	8090000	8250000	8090000	7710000	7810000	7890000	13600000	14200000	13900000	14300000	14700000	13000000
P21399	ACO1	4310000	NA	NA	1250000	NA	NA	1260000	1230000	1180000	1610000	1650000	1590000
Q99798	ACO2	7540000	7650000	7740000	7310000	7690000	7420000	6150000	6660000	6480000	8350000	8340000	7710000
Q8WXI4	ACOT11	432850	366343	381213	396745	411646	327764	NA	NA	NA	NA	NA	NA
Q9NPJ3	ACOT13	NA	1130000	1520000	1440000	1350000	855702	2530000	2920000	1940000	4760000	4910000	4380000
O00154	ACOT7	5600000	6090000	6020000	5790000	5400000	5540000	3290000	3100000	3120000	2590000	2560000	2510000
O14734	ACOT8	NA	770939	634621	621140	563467	546118	407807	394551	308305	306915	397648	305799
Q9Y305	ACOT9	256782	396940	428548	447789	377222	368093	617968	669281	637924	967359	1010000	1010000
Q15067	ACOX1	430294	405304	424678	454779	512563	437954	1370000	1520000	1460000	1020000	1040000	1130000
O15254	ACOX3	NA	11997.1	37829	NA	NA	NA	84358.3	99142.8	55691.1	108029	89122.1	55804.3
P24666	ACP1	5320000	5320000	4830000	5330000	5680000	5820000	5070000	5290000	4970000	5540000	5110000	6310000
P11117	ACP2	22337.6	214890	76959.4	172298	189613	104980	576196	514732	507739	815293	762675	729107
Q96CM8	ACSF2	561111	641930	766335	25309.8	784293	458113	95621	78090.7	94140.9	193266	177752	191045
Q4G176	ACSF3	NA	NA	NA	NA	NA	NA	494620	451485	543205	879982	980312	873609
P33121	ACSL1	3510000	3590000	4240000	4430000	3160000	4200000	2010000	1960000	1760000	2400000	1640000	2030000
O95573	ACSL3	352707	358050	340832	398867	273782	299592	1880000	1880000	1920000	1700000	1830000	2060000
O60488	ACSL4	1400000	1370000	1370000	1330000	1260000	1270000	990598	1080000	1060000	774283	898379	911371
Q9ULC5	ACSL5	568062	531300	569074	574678	461831	548344	NA	NA	NA	NA	NA	NA
Q9UKU0	ACSL6	NA	NA	NA	207971	NA	NA	91662.5	251736	230550	182009	197002	235258
Q53FZ2	ACSM3	NA	NA	NA	NA	NA	NA	2530000	2420000	2230000	4720000	5010000	4950000
Q9NR19	ACSS2	602799	739512	680708	799634	694132	788976	939691	985674	963820	1090000	1100000	1180000
P60709	ACTB	467775	289038	376357	236934	335750	320836	NA	NA	NA	NA	NA	NA
Q562R1	ACTBL2	7970000	8760000	6100000	4180000	7730000	6290000	5330000	5090000	5010000	5820000	6210000	6310000
O96019	ACTL6A	3060000	3340000	3470000	2780000	3300000	2990000	3870000	3820000	3730000	3800000	4060000	3590000
P12814	ACTN1	3230000	3270000	3350000	3120000	3340000	3200000	2120000	2320000	2230000	2340000	2390000	2280000
O43707	ACTN4	2630000	2560000	2570000	2380000	2570000	2490000	8820000	9320000	8890000	8390000	8780000	7540000
Q9NZ32	ACTR10	460262	703791	692987	660396	553301	629216	550349	527508	486586	460263	506523	478662
P61163	ACTR1A	3650000	3930000	3420000	3420000	3820000	3420000	2540000	2560000	2780000	2910000	3090000	2600000
P42025	ACTR1B	1260000	1280000	1130000	1220000	1330000	1230000	1150000	1320000	1280000	1540000	1320000	1280000
P61160	ACTR2	5630000	5720000	6170000	5370000	5590000	5610000	3390000	3650000	3390000	3860000	3830000	3270000
P61158	ACTR3	9620000	9870000	9860000	8470000	9670000	9220000	4200000	4350000	4630000	4450000	4690000	4100000
Q9P1U1	ACTR3B	188415	183121	176660	204782	187456	133924	NA	NA	NA	NA	NA	NA
Q9H9F9	ACTR5	NA	NA	NA	NA	NA	NA	253569	234958	236180	210215	210782	191457
Q9GZN1	ACTR6	293807	139213	242632	262907	229752	172521	474035	394755	539383	462107	467624	358669
Q9H981	ACTR8	168340	127729	110653	52180.9	46522	84647.8	93874.1	121348	106764	102079	84184	71186.4
Q04771	ACVR1	NA	NA	NA	NA	NA	NA	145195	120881	136549	177037	168202	190976
Q03154	ACY1	NA	NA	NA	NA	703112	NA	2110000	1930000	2190000	3090000	3280000	2650000
P07311	ACYP1	1700000	1410000	1530000	1610000	1860000	1850000	880842	894385	686830	897261	1000000	992114
P14621	ACYP2	NA	NA	NA	NA	NA	NA	NA	78301.4	123335	63263.7	156737	105450
P00813	ADA	51256.3	65626.1	57107.6	74107.2	70313.6	65534.1	159828	198920	165213	215158	179669	215587
Q6DHV7	ADAL	NA	NA	NA	91811.8	NA	NA	248895	257286	184341	287024	232166	310971
O14672	ADAM10	2090000	2290000	2070000	2590000	1810000	2240000	2260000	2330000	2510000	2100000	1960000	2310000
Q13444	ADAM15	NA	NA	NA	NA	NA	NA	NA	25512.3	38455.2	25121.7	NA	59783.2
P78536	ADAM17	164349	173756	148537	161907	150145	117279	130807	115664	121520	57920.3	54434.3	108215
Q9H013	ADAM19	NA	NA	NA	NA	NA	NA	NA	NA	NA	675098	554890	NA
Q13443	ADAM9	69212.6	NA	78251.4	60562.7	36768.5	62638.3	66623	86668.5	72849	63147.1	57891.8	87574.7
Q6UY14	ADAMTSL4	NA	NA	NA	NA	NA	29670.7	51825.7	93132.8	56782.4	162430	142834	123625
O75689	ADAP1	155449	144686	143421	180823	177236	121426	NA	NA	NA	NA	NA	NA
P55265	ADAR	260591	315774	373796	313538	238401	319578	1880000	1900000	1890000	2140000	2180000	1940000
Q9BUB4	ADAT1	NA	NA	85604.4	NA	NA	NA	95091.7	62783.4	39754.8	79464.8	54145.6	77621.7
Q7Z6V5	ADAT2	316866	252742	273621	288925	301187	325697	225406	176158	186544	224264	161489	239790
Q96EY9	ADAT3	NA	225988	260101	127971	NA	251376	400694	855938	352727	434758	429334	483438
Q86TW2	ADCK1	168946	193109	186964	291241	123158	182139	NA	NA	NA	NA	NA	NA
Q8NI60	ADCK3	NA	NA	NA	NA	NA	NA	203259	270590	293288	593901	652489	653805
Q96D53	ADCK4	NA	NA	NA	NA	NA	NA	109107	141946	97203.3	241956	275689	144723
P35611	ADD1	754291	757338	642433	763887	737905	739847	866547	883130	992262	1270000	1360000	1480000
P35612	ADD2	37524.4	33308.9	55762.9	75705.9	42545.3	64844.9	348265	368728	345116	961849	914455	981701
Q9UEY8	ADD3	1150000	1100000	1130000	1160000	1090000	1040000	643244	658346	717112	663323	699838	669391
Q8N7X0	ADGB	469487	465127	427037	579153	429360	354250	508577	495072	508637	486766	438538	605476
Q5T601	ADGRF1	NA	NA	NA	NA	NA	NA	NA	44562.5	NA	36785.8	33147	20767.2
O95490	ADGRL2	999117	1000000	1020000	1030000	1040000	1000000	NA	NA	NA	NA	NA	NA
P11766	ADH5	9870000	10200000	8630000	9470000	9090000	9210000	14000000	13200000	14400000	14900000	14900000	17200000
P40394	ADH7	2080000	2100000	1950000	1610000	2200000	1970000	NA	NA	NA	110012	NA	NA
Q9BV57	ADI1	485400	519747	581895	335332	464795	510412	896189	897328	810104	919386	876002	710120
P55263	ADK	1520000	1390000	1340000	1480000	1500000	1260000	1850000	2020000	1880000	2070000	2120000	2080000
Q9H2P0	ADNP	435363	476893	504633	452765	505198	485395	533124	484517	451592	562566	517461	433099
Q6IQ32	ADNP2	113416	100669	70958.9	99755.4	91753.1	94270.5	57851.5	44446.9	40223.1	NA	65224.9	NA
Q96SZ5	ADO	615387	331508	257971	282484	322167	301149	308495	254267	282437	244858	268518	236229
Q9BRR6	ADPGK	NA	NA	NA	602691	NA	313843	642116	584796	696498	543221	551790	608345
P54922	ADPRH	236398	255643	254753	230451	304038	230290	NA	NA	NA	NA	NA	NA
Q9NX46	ADPRHL2	822592	1030000	797379	595145	992413	835102	771505	852767	787158	1100000	1110000	845555
P25098	ADRBK1	969040	977252	1110000	985646	1070000	1030000	903585	903654	985644	840998	741889	690473
Q16186	ADRM1	487012	554956	572866	606114	601011	501005	750846	719010	780443	545150	535494	632223
P30566	ADSL	2490000	2600000	2910000	2690000	2620000	2460000	1150000	1200000	1120000	1190000	1260000	1270000
P30520	ADSS	5780000	5820000	6150000	5800000	5760000	5840000	3270000	3360000	3350000	2680000	2630000	2580000
Q8N142	ADSSL1	352437	398148	366514	321934	296896	309456	96371.6	143145	136184	85619.6	107551	87220.9
Q6ZN18	AEBP2	1900000	1970000	1580000	1730000	1800000	1910000	820275	849677	775195	NA	281584	722403
Q8WTP8	AEN	NA	20121	77811.5	NA	99302	82265.5	NA	NA	NA	NA	NA	NA
Q08117	AES	152988	145761	157848	154968	91373.4	112576	245864	300906	288564	355488	341883	442733
P51825	AFF1	NA	NA	NA	NA	NA	NA	133511	121025	99795.5	90266.8	86189	82249.4
P51826	AFF3	155872	103203	144814	145958	155521	133925	NA	NA	NA	NA	NA	NA
Q9UHB7	AFF4	61460.2	69258.1	67541.2	56875.7	44081.7	84447.5	134332	175419	163786	132214	118561	87862.1
Q9Y4W6	AFG3L2	908419	911776	851040	885192	726531	809839	1930000	1800000	1850000	2420000	2490000	2750000
P02771	AFP	177410	218249	113771	107253	197462	135018	67321.5	82601.4	144091	114381	148714	128503
Q6ULP2	AFTPH	237782	204145	280872	230964	221002	174130	110430	114112	143675	101491	87339	111695
P20933	AGA	517007	504950	591325	641397	661496	601739	435030	554395	501845	772330	758244	691195
Q9UPQ3	AGAP1	NA	NA	NA	NA	NA	NA	102351	126582	94210.4	136222	134933	130614
Q99490	AGAP2	250547	269642	284126	259626	251352	304090	NA	NA	NA	NA	NA	NA
Q96P47	AGAP3	251441	295397	247013	201179	222148	211114	380935	349924	373623	347731	323214	375731
P52594	AGFG1	763847	747380	834820	821112	972538	824509	642323	642631	516307	731359	695372	615955
O95081	AGFG2	166544	194710	204158	199697	193418	197725	97480.1	105554	84345.3	94244.4	110758	140449
Q8N302	AGGF1	38586.7	59484.3	NA	43463.6	45070.4	59569.8	NA	NA	32801.4	153334	35498.4	NA
Q53H12	AGK	753384	701527	681340	600443	788294	712423	2230000	2140000	2160000	2790000	2570000	2730000
P35573	AGL	397484	447624	378648	469869	338988	433770	1220000	1190000	1210000	1440000	1530000	1440000
Q9UL18	AGO1	396913	260348	213001	256569	205577	275078	202565	191157	207270	236109	278187	286746
Q9UKV8	AGO2	661220	672985	673454	635822	664016	612216	628046	648642	598998	680133	663172	731021
Q9H9G7	AGO3	NA	NA	NA	NA	NA	NA	52639.4	94400.6	56297.1	83582.3	103880	72897.2
Q99943	AGPAT1	170337	223443	208310	266226	176145	203901	637706	792934	788949	1080000	939136	855090
O15120	AGPAT2	NA	NA	NA	229567	NA	NA	695202	638073	645246	560624	523878	619322
Q9NRZ7	AGPAT3	1070000	1250000	1110000	959778	1110000	1220000	1190000	1060000	1110000	1330000	1260000	1210000
Q9NUQ2	AGPAT5	410014	854470	NA	495686	584759	544729	637383	508865	590574	555687	623423	695884
Q86UL3	AGPAT6	NA	NA	89231.2	126527	79821.1	101407	321669	355205	340573	291059	336274	338600
Q53EU6	AGPAT9	NA	NA	NA	NA	NA	NA	703340	676037	794820	292738	273145	309789
O00116	AGPS	1140000	1060000	994933	1040000	953554	996706	1770000	1770000	1840000	1240000	1260000	1300000
O00468	AGRN	NA	NA	NA	NA	NA	NA	347287	204924	212230	692599	672523	674083
Q6RW13	AGTRAP	NA	NA	NA	NA	NA	NA	1960000	1980000	2220000	1890000	1930000	2210000
Q8WYP5	AHCTF1	484350	432532	670532	530796	575323	471504	711844	684320	705765	572610	571940	620838
P23526	AHCY	15300000	15900000	14100000	14100000	14200000	14100000	13200000	13500000	13100000	12200000	12500000	11900000
O43865	AHCYL1	901351	858445	956287	764258	769163	720909	649552	721353	676260	802775	791757	664556
Q96HN2	AHCYL2	379904	349991	459343	358389	370058	433384	111782	120051	85712.9	124517	146632	115765
Q5TGY3	AHDC1	NA	489240	NA	NA	244001	658134	353339	357531	358011	343008	335778	301872
Q09666	AHNAK	29292.5	294224	33508	153809	63602	403535	12100000	12800000	12400000	14400000	12600000	11200000
O95433	AHSA1	6500000	7100000	7310000	7400000	7760000	7330000	3950000	4250000	4230000	3110000	3040000	3350000
Q719I0	AHSA2	164377	297314	NA	261975	414271	256430	NA	NA	NA	NA	NA	NA
P02765	AHSG	5450000	5290000	3910000	2500000	5730000	3470000	2700000	2800000	2790000	1890000	2430000	4960000
Q96BJ3	AIDA	82624.9	138731	125730	68838.1	134061	84454.3	423618	533318	466472	753156	732336	620114
O95831	AIFM1	7550000	8250000	7450000	8590000	8450000	7900000	15300000	15500000	15600000	20100000	20600000	21100000
Q9BRQ8	AIFM2	161218	117990	237741	251047	201030	241409	525590	492737	484982	464424	497244	585168
Q9NVV5	AIG1	NA	NA	NA	NA	NA	NA	158193	157070	93946.5	142528	168033	227893
Q12904	AIMP1	5780000	5880000	5850000	4980000	6200000	5280000	4720000	4990000	4990000	4880000	4800000	4730000
Q13155	AIMP2	5910000	5500000	5630000	5320000	6460000	5440000	4640000	5240000	5240000	4220000	4590000	3900000
O00170 ; Q9NWT8	AIP	3530000	3130000	3050000	2930000	3400000	3150000	2960000	2930000	2770000	2410000	2490000	2360000
P00568	AK1	523543	459834	515641	598049	587660	551765	1990000	2120000	2100000	2980000	2970000	2970000
P54819	AK2	7530000	8060000	7500000	6750000	8380000	7550000	18000000	18800000	17700000	22500000	23900000	20900000
P27144 ; Q9UIJ7	AK3	3200000	3310000	3050000	3010000	3410000	3220000	1430000	1430000	1470000	2160000	2280000	2170000
P27144	AK4	1410000	1470000	1750000	1790000	1580000	1550000	691387	598371	498413	894665	926677	797976
Q92667	AKAP1	419731	505945	612160	675553	727573	596309	280076	285410	298333	222118	184482	203769
O43572	AKAP10	317814	253872	216719	239782	202021	233297	NA	NA	79815	NA	NA	NA
Q9UKA4	AKAP11	NA	NA	41701.7	73509.8	NA	NA	64659.2	83717.6	95585.4	32931.1	41719.7	NA
Q12802	AKAP13	328170	292915	325696	290401	243586	263528	NA	NA	NA	NA	NA	NA
Q02040	AKAP17A	64378	127653	125625	194534	214920	158998	170472	172658	159603	172388	163001	184383
O43823	AKAP8	548108	477810	562762	450533	611283	608676	290034	252510	329700	291745	342408	282750
Q9ULX6	AKAP8L	307006	271094	328240	213506	280122	264039	946411	911456	873552	991152	1070000	888848
Q99996	AKAP9	401593	364577	578869	362120	645553	841917	117606	104706	82011.3	127675	125715	139095
P14550	AKR1A1	2400000	2370000	2300000	2240000	2420000	2370000	3330000	3590000	3590000	4850000	5140000	4870000
P15121	AKR1B1	4640000	3940000	4110000	3760000	3840000	3930000	184852	210501	220901	162913	210910	294173
O60218	AKR1B10	856739	780113	889010	786420	823825	847237	179343	NA	801952	782973	671229	511528
P52895	AKR1C2	220901	315766	273168	199008	297075	259892	137277	175700	156149	385058	375642	239535
P42330	AKR1C3	NA	NA	NA	NA	NA	NA	845299	988675	807270	864637	1020000	836059
Q96JD6	AKR1E2	1420000	1380000	1320000	1780000	1190000	1520000	2370000	2440000	2200000	3770000	3220000	2990000
O43488	AKR7A2	2610000	NA	585327	NA	782653	285485	2520000	2890000	2610000	3930000	4130000	3290000
P31749	AKT1	215760	196866	212144	213925	192841	203580	128164	147032	151566	164915	169418	152215
Q96B36	AKT1S1	75886.2	70656.8	85710.6	82431.8	96026.4	86129.8	294134	362413	318170	325607	199739	143584
P31751	AKT2	343866	292601	381566	364961	315643	312421	271824	282727	219519	273753	261449	305069
P13716	ALAD	3850000	3770000	3780000	3350000	3960000	3210000	268343	248185	255595	484704	557873	412371
P13196	ALAS1	50727	90186.6	64052.3	51263.7	69509.4	54807.2	NA	NA	NA	NA	NA	NA
P22557	ALAS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	173629	174750	90534.9
P02768 ; Q8TES7	ALB	28200000	66600000	18700000	20000000	28600000	21500000	16000000	16400000	21700000	11900000	15000000	27800000
Q8IZ83	ALDH16A1	788447	984932	955736	1070000	883317	851679	1010000	1010000	950922	1100000	1150000	1020000
P54886	ALDH18A1	5150000	5120000	5020000	5020000	4890000	5090000	2090000	2160000	2010000	2070000	2020000	2040000
P00352	ALDH1A1	NA	NA	NA	NA	NA	NA	3000000	3070000	2980000	6830000	7180000	7540000
O94788	ALDH1A2	NA	NA	NA	NA	NA	NA	6730000	7230000	7390000	6340000	6290000	6780000
P30837	ALDH1B1	4340000	2720000	4890000	4880000	NA	NA	1760000	1900000	1780000	2350000	2330000	2310000
O75891	ALDH1L1	NA	NA	NA	NA	NA	NA	97554.5	94536.3	93450.5	NA	298117	203384
Q3SY69	ALDH1L2	NA	NA	NA	NA	NA	NA	975239	812794	832053	1300000	1370000	1590000
P05091	ALDH2	6450000	6760000	6820000	6530000	6980000	6360000	2210000	2300000	2120000	2840000	2740000	3140000
P51648	ALDH3A2	183493	124703	204527	196980	154781	135114	NA	NA	NA	NA	NA	NA
P30038	ALDH4A1	233799	158763	182923	190830	192188	145478	624626	673626	620229	898185	899351	902538
P51649	ALDH5A1	NA	NA	NA	NA	NA	NA	398672	384334	422973	669447	636306	734530
Q02252	ALDH6A1	293018	209941	216681	148161	239864	234642	401612	363749	348068	844463	856592	888275
P49419	ALDH7A1	179293	145749	194308	148642	203433	168522	NA	NA	NA	NA	NA	NA
P49189	ALDH9A1	2100000	2040000	2270000	2200000	2260000	2080000	1570000	1500000	1450000	1660000	1690000	1920000
P04075	ALDOA	62200000	62200000	59100000	48000000	65400000	63300000	77100000	82200000	79800000	77700000	76700000	64800000
P09972	ALDOC	15400000	8970000	8090000	17400000	12300000	7970000	8430000	5230000	5400000	12500000	8860000	8760000
Q9BT22	ALG1	NA	NA	NA	NA	NA	NA	459019	305837	380129	247726	274692	394703
Q2TAA5	ALG11	NA	NA	NA	NA	NA	NA	138309	118660	121970	91595.3	91740.4	60559.6
Q9NP73	ALG13	NA	NA	NA	NA	NA	NA	260999	278302	243076	190362	208145	132066
O75340 ; Q9H553	ALG2	NA	NA	NA	NA	NA	NA	461702	510324	437730	288822	295049	417034
Q92685	ALG3	NA	NA	NA	NA	NA	NA	248936	213596	275326	120295	150865	200661
Q9Y673	ALG5	586853	384709	597409	509968	488546	510247	656293	608442	679743	437981	524865	634814
Q9Y672	ALG6	NA	NA	NA	NA	NA	NA	138127	113385	141378	130902	126252	174941
Q9BVK2	ALG8	189393	185312	139123	159288	88075.7	165088	450184	354084	395261	265974	234522	358375
Q9H6U8	ALG9	285327	208604	131234	188218	109913	106861	263322	166481	206792	179457	195224	238833
Q13686	ALKBH1	NA	NA	NA	NA	NA	NA	116323	123374	130456	112726	111043	128245
Q6NS38	ALKBH2	NA	NA	NA	NA	NA	NA	271348	242831	277907	77535.8	138599	178402
Q96Q83	ALKBH3	282507	325134	322539	396831	371973	327989	83141.5	82073	209449	83540.3	66297.9	119180
Q9NXW9	ALKBH4	NA	107797	NA	NA	NA	134159	349216	371958	325666	349610	408167	276270
Q6P6C2	ALKBH5	423809	514016	578138	348591	495202	382183	303613	306755	320312	357039	339677	408622
Q3KRA9	ALKBH6	192222	216025	271593	221280	257302	265394	168298	195193	198461	162969	165574	186182
Q9BT30	ALKBH7	NA	NA	NA	NA	NA	NA	539802	597711	566354	348948	309580	303856
Q96BT7	ALKBH8	192919	147853	162018	130556	162353	148946	NA	NA	NA	NA	NA	NA
P09917	ALOX5	37304.5	45151.3	49335.5	46409.5	55696.3	35977.6	NA	98624.3	NA	245432	200159	152562
P20292	ALOX5AP	1610000	1340000	1390000	1620000	1060000	1600000	NA	NA	NA	NA	NA	NA
Q96Q42	ALS2	NA	NA	NA	NA	NA	NA	43443.6	45440	38042.1	85360	55821	63798.5
Q86V81	ALYREF	1480000	2640000	3050000	2490000	3180000	2990000	2610000	3460000	2800000	2730000	1850000	1540000
Q9C0C7	AMBRA1	102443	153702	154717	201422	163652	184040	133057	145925	176227	99001.1	81788.8	105755
P17707	AMD1	316815	211428	217308	185958	198471	282512	198429	204547	127960	NA	NA	NA
Q9Y303	AMDHD2	58688.4	214193	73018.4	48584.9	145934	66045.2	257434	308934	199058	497568	464538	461869
Q8N7J2	AMER2	55948.4	74845.6	69845.5	NA	31515.5	71727.2	NA	NA	NA	NA	NA	NA
Q9UKV5	AMFR	616053	537690	511183	557019	455249	505806	470425	448872	414924	412947	391475	425336
Q9Y4X0	AMMECR1	406561	368164	490464	486732	417263	529335	413210	536397	478712	452705	496621	626641
Q6DCA0	AMMECR1L	155868	153771	175210	199519	163025	170202	NA	119784	130261	NA	NA	NA
Q8IY63	AMOTL1	25897.2	44951.5	44005.2	58527	77140.1	91011.1	105847	504703	285044	252445	255139	249566
Q01433	AMPD2	2360000	2210000	2220000	2190000	2240000	2050000	1180000	1290000	1210000	981606	971841	1040000
Q01432	AMPD3	93473.6	141226	125830	181159	159402	126320	194352	186544	147795	238920	219498	223413
Q86W34	AMZ2	NA	NA	NA	NA	NA	NA	165286	151175	170785	116853	147739	163067
